1 Q0 42920
1 P0 10263
1 SP 130406
1 FF 145790
1 DI 22770
1 CC 26353
1 DD 3341
1 VM 72673
1 AO 3313
1 DA 99616
1 WW 4655
1 VA 17163
1 VS 16184
1 II 23
1 ZZ 28188
1 CS 10508
1 DT 53
1 DR 115
1 DP 20
1 PR 11423
1 AQ 46277
1 PP 5577
1 PT 265
1 PX 7594
1 NC 155454
1 RG 21482
1 PD 889
1 NP 101253
1 RN 2787
1 PI 1618
2 NP Barry_Wellman -11.5253776142
2 AQ godes -10.7424003564
2 NC posicions -7.67743902789
2 WW setembre_de_2006 -8.44569718971
2 NC federació -9.65152005391
2 NP Ajax_Amsterdam -11.5253776142
2 NP PopCult -11.5253776142
2 AQ izecksohni -8.95064088716
2 NP Domini_de_el_Canadà -10.4267653255
2 VM entorpir -11.1937252053
2 NP Barraquer -11.5253776142
2 AQ exquisit -10.7424003564
2 NP Ares -10.8322304336
2 NP Air_Chief_Commandant -11.5253776142
2 NC estructuralisme -11.9541051469
2 NC pedres -9.38915578944
2 NP Selèucia -10.8322304336
2 NC armistici -9.5562098741
2 VM enriqueixi -11.1937252053
2 NC sala_capitular -11.9541051469
2 NP Fonoteca_de_Radio -11.5253776142
2 NP Middlebrook -11.5253776142
2 NC escalopa -11.9541051469
2 NC fada -11.9541051469
2 NC mamífers -8.58680931692
2 NC articulos -11.9541051469
2 RG siempre -8.36553274172
2 NC nins -10.8554928582
2 NC florista -11.9541051469
2 NP Parc_Nacional_de_el_Riu_Subterrani_de_Puerto_Princesa -11.5253776142
2 AQ antàrtica -8.43981526339
2 NP Abergwili -11.5253776142
2 NP Flora -10.4267653255
2 NP Enrevistes -11.5253776142
2 NP Fermat -10.8322304336
2 NP Hillary -11.5253776142
2 NC musicalitat -11.2609579663
2 ZZ 4.100 -9.55350445389
2 VM tractaren -11.1937252053
2 NP Fanny_Minafer -11.5253776142
2 NP Escòcia -8.38988339823
2 NP Fallschirmjäger -10.4267653255
2 VM funda -10.0951129166
2 NP Israel -8.9604282567
2 NP Partit_de_l'_Acció_Catòlica -11.5253776142
2 NP Lampre -9.04047096437
2 NC rookmaakeri -10.8554928582
2 VM terrain -11.1937252053
2 NC enverinadora -11.9541051469
2 NP Maikop -11.5253776142
2 NC cementiris -11.2609579663
2 NC reptes -10.8554928582
2 NC ajuntament -8.73522932203
2 NC pergamí -11.9541051469
2 NP Amézquita -10.8322304336
2 NC dynamics -11.9541051469
2 VM plaure -10.5005780247
2 NP Otto -10.8322304336
2 AQ operacionals -10.7424003564
2 NP Les_Acàcies -11.5253776142
2 NP Pàntauc -10.4267653255
2 NP Fernando_Moraleda -11.5253776142
2 NP Budew -10.8322304336
2 VM signada -9.24781505621
2 NC departamento -11.9541051469
2 NP Espinosa -11.5253776142
2 NP Frederick_Lewis_Weis_Ancestral_Roots -11.5253776142
2 NP Essex -10.139083253
2 NP Essey -11.5253776142
2 AQ autoritari -9.64378806772
2 NC premsa -8.39875708541
2 NP Gracanica -11.5253776142
2 NP Comte_de_March_Edmund_Mortimer -11.5253776142
2 NC trencats -11.2609579663
2 VM augmentessin -11.1937252053
2 NP Essen -11.5253776142
2 NC departaments -11.2609579663
2 NP Diego_López_de_Zúñiga -11.5253776142
2 NP Sirena -11.5253776142
2 VM Atès -10.5005780247
2 NP Berlín_Est -11.5253776142
2 AQ cantants -10.7424003564
2 NP Barta -11.5253776142
2 NP Port_America -11.5253776142
2 NP Església_de_Sant_Joan_de_el_Mercat -10.4267653255
2 NC hipèrboles -11.9541051469
2 VM perdurar -11.1937252053
2 AQ al-Ra¨id -10.0492531758
2 NC valencianes -11.2609579663
2 VM perdurat -9.80743084415
2 VM devent -11.1937252053
2 ZZ 1855-1859 -10.2466516344
2 AQ incomplet -9.64378806772
2 NP Unió_Democràtica -11.5253776142
2 NP Journey -11.5253776142
2 NP Countries -11.5253776142
2 AQ satànica -10.7424003564
2 NC strictly -11.9541051469
2 NC apocalipsis -11.9541051469
2 NC sternfeldi -10.8554928582
2 VM allistats -10.5005780247
2 NP Llarga_Estada -11.5253776142
2 NC monotonia -11.9541051469
2 NP Origen -9.22279252117
2 AQ satànics -10.7424003564
2 NP Todarodes -11.5253776142
2 AQ útil -7.90918701233
2 NP PASOK -11.5253776142
2 NC invertebrats -10.3446672345
2 NP FDJeux -11.5253776142
2 NP Quintus_Appuleius_Pansa -11.5253776142
2 AQ heràldics -9.13296244395
2 NP Gérard_Xuriguera_Art -11.5253776142
2 NP Blau_Fosc -11.5253776142
2 NP Neil_Henney -11.5253776142
2 AQ diferenciadora -10.7424003564
2 VM acabàs -11.1937252053
2 ZZ 13.11.1770 -10.2466516344
2 NP Bilius -11.5253776142
2 NC barons -10.8554928582
2 RG conjuntament -7.08459889626
2 VM informa -10.5005780247
2 NP Coupé -11.5253776142
2 NC polígon -11.2609579663
2 DI gaire -7.199985815
2 NP Mitologia -8.34732378381
2 NP Radio_Niederösterreich -11.5253776142
2 WW 5_de_maig_de_1961 -8.44569718971
2 NP Pelagalls -11.5253776142
2 NC vicesecretari -11.2609579663
2 NP Castell_de_Puigcercós -11.5253776142
2 NP Ciutat_de_Mèxic -10.8322304336
2 NP Biên_Hòa -11.5253776142
2 NC resistències -10.8554928582
2 NC cabres -11.9541051469
2 VM muntà -11.1937252053
2 VM Enderrocat -11.1937252053
2 AQ historicista -10.7424003564
2 NP Gai_Flamini -10.4267653255
2 NC flotabilitat -11.9541051469
2 NC requisits -9.5562098741
2 NP Campus_de_el_Middlebury_College -11.5253776142
2 AQ existós -10.7424003564
2 NP Luci_Calpurni_Pisó_Cesoni -11.5253776142
2 NP José_Luis_Ayllón_Manso -11.5253776142
2 VM preferiria -11.1937252053
2 NP Garrido -10.8322304336
2 NP La_Fattucchiera -10.4267653255
2 NP Fuster -10.8322304336
2 AQ corresponent -7.90918701233
2 NP Partit_Antitaurí_Contra_el_Maltractament_Animal -11.5253776142
2 NP Emili_Paule -10.139083253
2 NC santeta -11.9541051469
2 NP Hurricane_Polymar -11.5253776142
2 NP Missa -11.5253776142
2 NP Castell_de_Berti -11.5253776142
2 NC microfitxes -11.9541051469
2 AQ estranyes -9.64378806772
2 NP Pau_de_Pannònia -11.5253776142
2 NC rècords -10.1623456777
2 WW segle_VI -5.61248384565
2 AQ pratenca -10.7424003564
2 VM queixaven -11.1937252053
2 NP Chevrolet_Celta -10.4267653255
2 NC epíleg -9.87466360522
2 VM estudien -9.80743084415
2 NP Torredembarra -10.8322304336
2 NC djandàrides -11.2609579663
2 VM retribuïx -11.1937252053
2 NP Bozoklu_Mustafa_Pasha -11.5253776142
2 NC desafecció -11.9541051469
2 AQ etòlies -9.64378806772
2 AQ immemorials -10.7424003564
2 NP Iñaki_Saéz -11.5253776142
2 VM empeltades -11.1937252053
2 NP Rematada -11.5253776142
2 NC dissenyadors -11.9541051469
2 NC dictamen -11.9541051469
2 NP François_Brauner -11.5253776142
2 NP Escoles_Prat -11.5253776142
2 VM perjudicà -11.1937252053
2 NP Maria_Llobet_Barcons -11.5253776142
2 NP Scrum -11.5253776142
2 NP Convent_de_la_Mare_de_Déu_de_l'_Esperança -11.5253776142
2 NP Castell_de_la_Floresta -11.5253776142
2 NP Operació_Cama -11.5253776142
2 NP Kathiri -11.5253776142
2 NC camorra -11.9541051469
2 NP Tomás_González_Rolán -11.5253776142
2 NP Castell_de_Vulpellac -11.5253776142
2 NC kervansaray -11.9541051469
2 ZZ 44a -9.55350445389
2 NP Traité -10.4267653255
2 NP Uralita -10.8322304336
2 NP Teatro_Valle_de_Roma -11.5253776142
2 NP Convent_de_Sant_Carles_Borromeu -11.5253776142
2 VM pegar -11.1937252053
2 NC maillot -9.75688056957
2 AQ palestina -10.7424003564
2 VM oculten -11.1937252053
2 NC matisos -11.2609579663
2 NC democristians -10.3446672345
2 AQ palestins -8.95064088716
2 NP Angelosaurus -11.5253776142
2 RG palatii -9.97497065416
2 ZZ 448 -9.14803934578
2 ZZ 449 -9.14803934578
2 NP Kumusta -10.8322304336
2 ZZ 442 -10.2466516344
2 ZZ 443 -9.14803934578
2 ZZ 440 -8.86035727333
2 ZZ 441 -10.2466516344
2 ZZ 446 -10.2466516344
2 ZZ 447 -8.63721372201
2 ZZ 444 -8.86035727333
2 ZZ 445 -10.2466516344
2 AQ masclista -10.0492531758
2 NC ofrenes -10.5678107858
2 NP E._&_Langone -11.5253776142
2 NP Karl-Markus_Gauß -10.139083253
2 NC maxila -11.9541051469
2 NC escars -11.2609579663
2 NP Voces_Bascongadas_Diferenciales_de_Bizcaya -11.5253776142
2 NP Ed._ILSA -11.5253776142
2 NP Comendador -11.5253776142
2 ZZ 887-897 -10.2466516344
2 NP Benet_Rossell -11.5253776142
2 VM imantada -11.1937252053
2 AQ perimetral -10.7424003564
2 NP Altiplano -11.5253776142
2 VM trair -11.1937252053
2 ZZ 1200 -8.45489216522
2 AQ eivissencs -10.7424003564
2 AQ belles -10.0492531758
2 NC ions -9.65152005391
2 ZZ 1204 -8.63721372201
2 ZZ 1205 -9.55350445389
2 NP IBM -9.73361814493
2 NC espérance -11.9541051469
2 NP Tomàs_Becket -10.8322304336
2 AQ http://www.digimods.co.uk; -10.7424003564
2 AQ púniques -10.7424003564
2 NP Arqueologia_Americana -11.5253776142
2 ZZ L-401 -10.2466516344
2 NC papir -11.2609579663
2 NC cognitivisme -11.2609579663
2 VM redirigir -10.0951129166
2 NC adornament -11.9541051469
2 WW 10_de_juliol_de_1934 -8.44569718971
2 NC paraphyly -11.9541051469
2 NC actuació -8.4883692441
2 NP PubSub -11.5253776142
2 NC quarters -10.8554928582
2 AQ ducal -9.64378806772
2 NC toxina -11.9541051469
2 NP Premi_Constantí_Llombart -11.5253776142
2 VM Participa -9.80743084415
2 VM paren -10.0951129166
2 NC condición -11.2609579663
2 NP Comitè_de_Recerca_Sociolingüística_de_l'_Associació_Sociològica_Internacional -11.5253776142
2 NP Prohibición -8.63500585626
2 NP Google_Maps -11.5253776142
2 NP Pas_de_el_Rin -11.5253776142
2 ZZ 3300_metres -10.2466516344
2 NP Sant_Bartomeu_de_Fraguerau -11.5253776142
2 WW 12_d'_agost_del_1604 -8.44569718971
2 WW 25_d'_abril_de_1945 -8.44569718971
2 NP Corona -9.04047096437
2 NP Ahun -11.5253776142
2 NP Chardonnay -10.8322304336
2 NP France_de_Pétain -11.5253776142
2 NP Inma -10.4267653255
2 NC escolàstics -11.9541051469
2 RG Inferiorment -9.97497065416
2 NP Bora_Bora -10.8322304336
2 VM Gaudeix -11.1937252053
2 NP SimCity -11.5253776142
2 NP Nova_Gal·les_de_el_Sud -11.5253776142
2 NC cares -9.12089180285
2 NC expilotari -10.5678107858
2 VM ambiente -10.5005780247
2 ZZ 25.000 -9.14803934578
2 NP El_Papiol -9.91593970173
2 ZZ 265,8 -9.55350445389
2 NP Edèn -11.5253776142
2 VM industrialitzada -11.1937252053
2 AQ manipuladora -10.7424003564
2 ZZ 2010 -8.45489216522
2 NC señoras -11.9541051469
2 NP Magallanes -11.5253776142
2 NP Curia_Regis -11.5253776142
2 NP Can_Dan -11.5253776142
2 NP Comanda_de_Sant_Joan_d'_Alguaire -11.5253776142
2 NP Rotari -11.5253776142
2 NP Operacions_Especials -11.5253776142
2 NP Eros -9.91593970173
2 NC llaüts -11.9541051469
2 NP Lisandre -9.73361814493
2 NP Ministeri_de_Cultura -10.8322304336
2 VM enregistrades -10.5005780247
2 VM decantés -11.1937252053
2 AQ insuficients -9.64378806772
2 ZZ pp.3-4 -10.2466516344
2 AQ bifront -10.7424003564
2 NC vocal -10.1623456777
2 ZZ dos_mil -8.45489216522
2 NP Ibiza_Junior -11.5253776142
2 NP Eleonora_Bianchi -11.5253776142
2 NP Mesen -11.5253776142
2 VM dedicaria -11.1937252053
2 VM assumiria -11.1937252053
2 VM Definix -11.1937252053
2 VM especialitza -11.1937252053
2 NP Ajust -11.5253776142
2 NP Fangos -11.5253776142
2 NC fallides -10.8554928582
2 VM prohibia -8.99650062793
2 NP Castell_de_Xera -11.5253776142
2 NP Francesc_de_Borja_Moll -11.5253776142
2 NP Santa_Seu -9.91593970173
2 NP Tony_Burton -11.5253776142
2 NC piles -11.9541051469
2 NP Ports -10.139083253
2 NC turc -8.52011794242
2 NP Porto -11.5253776142
2 NC alçaments -11.9541051469
2 VM primar -11.1937252053
2 NC entero -11.9541051469
2 NP Sòller -11.5253776142
2 NC balustres -11.9541051469
2 NP Porta -10.4267653255
2 NC oblatus -11.9541051469
2 NC exterior -8.86306269354
2 NP Unió_Internacional_Socialdemòcrata -11.5253776142
2 NP Mataiur -11.5253776142
2 WW 19_d'_agost_de_1905 -8.44569718971
2 NP Divisió_SS -11.5253776142
2 RG fora -6.54098344967
2 NC laxitud -11.9541051469
2 NP Castell_d'_Escornalbou -11.5253776142
2 NP Andrew_Macdonald -11.5253776142
2 NC constricció -11.2609579663
2 NP Parsons -11.5253776142
2 RG ferotgement -8.58867629304
2 NP Alba -10.139083253
2 NC superherois -11.9541051469
2 NP Antoni_Muset -11.5253776142
2 AQ certa -10.0492531758
2 NC monstre -9.2460549458
2 NP Fedre -11.5253776142
2 NC agrimensor -11.9541051469
2 NP Monestir_de_Santa_Maria_de_Terrassa -11.5253776142
2 ZZ 4.221_m -10.2466516344
2 NP Subjectar -11.5253776142
2 NC robes -10.8554928582
2 VM sufocada -11.1937252053
2 NC super-soldats -11.9541051469
2 AQ respectuoses -10.7424003564
2 NP José_Manuel_Lara_Hernández -11.5253776142
2 NP C.V._de_Corró_de_Vall -11.5253776142
2 NC junta -9.65152005391
2 NP Armação -11.5253776142
2 NP XV_Siglo_XXI_de_España_Editores -11.5253776142
2 NP Volveremos -11.5253776142
2 NC mortífags -11.9541051469
2 NP Ed._Nordan -11.5253776142
2 ZZ 1760-1829 -10.2466516344
2 NC assessor -9.75688056957
2 VM incloses -9.80743084415
2 AQ malvat -8.17745099893
2 NP Tool_Kit -10.8322304336
2 NP Quint_Pompei_Ruf -11.5253776142
2 NP Marc_Fontei -11.5253776142
2 VM obrin -11.1937252053
2 NC sentits -10.5678107858
2 NC referits -11.9541051469
2 NC herois -9.31504781729
2 NC deixebles -9.75688056957
2 NP Vegerot -10.8322304336
2 VM evita -9.80743084415
2 ZZ 1779-1822 -8.86035727333
2 VM ales -11.1937252053
2 NP Longmans -8.58093863499
2 NP Debat_Nacionalista -11.5253776142
2 NP Castell_d'_Artà -11.5253776142
2 NC atrevete -11.9541051469
2 NP Felice_Gimondi -10.8322304336
2 AQ interestel·lar -9.35610599527
2 NP Marbella -9.32815303682
2 NP Partit_Republicà_Radical_de_Lerroux -11.5253776142
2 NC santuaris -11.9541051469
2 VM organitzara -11.1937252053
2 NP Centre_Regionalista -10.8322304336
2 NC tanc -8.95837287335
2 NP Sereníssima_República_de_San_Marino -8.58093863499
2 NP Luci_Cassi_Longí -10.4267653255
2 NC barraqueta -11.9541051469
2 NP Secretari -10.139083253
2 AQ èssers -10.7424003564
2 NC tant -11.9541051469
2 NP Seminari_de_Saragossa -11.5253776142
2 AQ aplina -10.7424003564
2 NP Antologia -10.8322304336
2 NP Jo_Maso -10.4267653255
2 NP Experiència -11.5253776142
2 AQ sculpteurs -10.7424003564
2 NP Pachirisu -11.5253776142
2 AQ neutral -8.66295881471
2 VS Serà -8.30548401773
2 ZZ 1894-1908 -10.2466516344
2 NP Zonares -10.8322304336
2 VM declarant -9.80743084415
2 NC mirallo -11.9541051469
2 NC itsme -11.9541051469
2 VM riuen -10.5005780247
2 NP Little_Nemo -11.5253776142
2 VM entrenar -9.40196573604
2 NP Partido_Socialista_Popular_d'_Enrique_Tierno_Galván -11.5253776142
2 VM amagà -10.5005780247
2 NP Producions -11.5253776142
2 VM entrenat -10.5005780247
2 NP Mira_Sorvino -10.8322304336
2 NC abundància -9.18151642466
2 NP Reina_de_Montmartre -11.5253776142
2 AQ temible -10.0492531758
2 ZZ 6.922 -10.2466516344
2 NC kimono -11.2609579663
2 NC catedràtico -11.9541051469
2 NP Funda -11.5253776142
2 NC destructor -11.2609579663
2 NC atrinxeraments -11.9541051469
2 NC contorn -11.9541051469
2 NP White_Chamber -11.5253776142
2 RG Fins -8.18321118493
2 DI diverses -4.42372736387
2 NC prebost -11.2609579663
2 NC circensis -11.9541051469
2 NP Centres -10.8322304336
2 VM desallotjats -11.1937252053
2 NP Baorong -10.8322304336
2 AQ encantador -10.7424003564
2 VM partia -11.1937252053
2 NC al·lòbroges -10.5678107858
2 NP Western_Australia -11.5253776142
2 VM estiu -11.1937252053
2 NC cría -11.9541051469
2 NP Entei -11.5253776142
2 VM partim -10.5005780247
2 VM partir -7.40953557135
2 NC cirurgià -10.1623456777
2 VM partit -9.80743084415
2 NC fortificació -9.18151642466
2 VM estil -11.1937252053
2 NP Estrangerismes -10.8322304336
2 VM silenciada -11.1937252053
2 AQ opressores -10.7424003564
2 NC ors -11.9541051469
2 NP República_Democràtica_de_Geòrgia -11.5253776142
2 NC oro -11.9541051469
2 NC govern -6.11637469974
2 NC org -9.65152005391
2 NC legitimació -11.9541051469
2 NC orc -11.9541051469
2 NC majories -11.2609579663
2 NP Torneig_de_Marsella -11.5253776142
2 NP Loudred -10.4267653255
2 NP Marcelino_Camacho -11.5253776142
2 VM ressalten -11.1937252053
2 ZZ 24,61_% -10.2466516344
2 NP Borgerhout -11.5253776142
2 NP Acadèmia_Militar_de_Guadalajara -11.5253776142
2 VM Deixeu -11.1937252053
2 ZZ 83-100 -10.2466516344
2 NP Quaderns_de_Ponent -11.5253776142
2 ZZ 18/19 -10.2466516344
2 AO vint-i-vuitena -8.1056094023
2 NC anguila -11.9541051469
2 NP CaMg -11.5253776142
2 NC accraensis -10.8554928582
2 NP Acción_Comunitaria -11.5253776142
2 NP Regiment_Grec -10.4267653255
2 AQ religiosos -7.96981163415
2 VM categoritzada -11.1937252053
2 VM haber -11.1937252053
2 NP Gérard_Xuriguera_Peter_Stämpfli_València -11.5253776142
2 DI tot -4.33946702026
2 NP Hixem_II -10.4267653255
2 NP Dodoria -10.8322304336
2 NP Fausto_Villar -11.5253776142
2 NC interessos -8.52011794242
2 NP Joan_Pañella -11.5253776142
2 AQ interticular -10.7424003564
2 NC assumtos -11.9541051469
2 NC primícia -11.9541051469
2 NC exception -11.9541051469
2 NP Maria_Tudurí -11.5253776142
2 NP Pinària -10.4267653255
2 NC annamensis -10.8554928582
2 NP Bola_de_Drac -9.91593970173
2 VM coneguin -10.5005780247
2 NP Eubula -11.5253776142
2 NC republicanisme -10.8554928582
2 VM aprofitat -10.5005780247
2 VM aprofitar -7.50484575115
2 NP Praxites -11.5253776142
2 NP Gravataí -11.5253776142
2 ZZ cent -7.53860143334
2 NC formulacions -11.9541051469
2 NP Triangle_Jove -11.5253776142
2 AQ wichis -9.35610599527
2 AQ inestables -10.7424003564
2 NP Illa_de_Man -11.5253776142
2 NP Joventuts_d'_Esquerra_Republicana-Estat_Català -11.5253776142
2 AQ sintetizador -10.7424003564
2 NC adopción -11.9541051469
2 NP Catamarca -10.4267653255
2 NP Antonio_Cariglia -11.5253776142
2 NP Damad_Abu_Makar_Mirza -11.5253776142
2 VM carregant -11.1937252053
2 VM Juguem -11.1937252053
2 RG excepcionalment -8.58867629304
2 AQ pietosos -10.7424003564
2 NC glicols -11.9541051469
2 NP George_Michael -11.5253776142
2 VM inundava -11.1937252053
2 AQ iconogràfica -10.7424003564
2 VM centren -10.0951129166
2 NC tríglids -11.9541051469
2 NP Malagodi -10.8322304336
2 NP Monteza -7.88779145443
2 NP Mª_de_el_Carmen_Gueimunde_González -11.5253776142
2 NP Malfurion_Stromrage -11.5253776142
2 NC salai -11.2609579663
2 AQ franca -9.64378806772
2 VM orientar -10.5005780247
2 VM orientat -11.1937252053
2 NP Soveria_Manelli -11.5253776142
2 NC cúmul -7.3793941684
2 RG veritablement -8.58867629304
2 NC nevera -11.9541051469
2 NC carruatges -11.9541051469
2 VM impartit -10.5005780247
2 VM impartir -10.5005780247
2 NP Harleian -11.5253776142
2 VM johnsoni -10.0951129166
2 NC amant -8.73522932203
2 ZZ 1982-2006 -10.2466516344
2 ZZ 1795-1860 -10.2466516344
2 VM promesa -11.1937252053
2 NP Philemon -9.73361814493
2 NP R._Indiana -11.5253776142
2 VM puntejada -11.1937252053
2 NP Filisc -10.4267653255
2 NC temmen -10.5678107858
2 NP Rodolfo -11.5253776142
2 NC municipis -7.98381323335
2 NC municipio -11.2609579663
2 NP Tagore -11.5253776142
2 NP Príncep_d'_Astúries -11.5253776142
2 RG completament -6.16830816439
2 ZZ 1775-1798 -10.2466516344
2 NP Henry_Rousso -11.5253776142
2 NP Pedró -10.8322304336
2 AQ selectiu -10.7424003564
2 NP Facultat_de_Medicina_de_la_Universitat_de_la_República -11.5253776142
2 NC dramaturg -9.5562098741
2 VM breve -11.1937252053
2 PP Nosaltres -7.24011191527
2 NP Publi_Víctor -11.5253776142
2 NP Andrei_Kolkoutine -10.139083253
2 NP Domingos_Merino -10.8322304336
2 NP Interviu -11.5253776142
2 NP Benicadell_Juvenil -11.5253776142
2 NC telolècit -11.9541051469
2 NP Plural -11.5253776142
2 NP Permanyer -9.44593607248
2 NP Arcònides -11.5253776142
2 VM reorganitzada -10.0951129166
2 NP Isa_Khan -10.139083253
2 AQ altiva -10.7424003564
2 VM ocorregué -10.5005780247
2 RG Econòmicament -9.97497065416
2 NP Königssee -9.22279252117
2 NC òptim -11.9541051469
2 NP Alfons_XIII -10.4267653255
2 NC cuaderno -11.9541051469
2 NC angora -11.9541051469
2 NP Kos -10.139083253
2 NP Zenodot_d'_Efes -11.5253776142
2 NP Das_Reich -10.8322304336
2 NC dijn -11.9541051469
2 NC diseny -10.5678107858
2 NP Gran_Enciclopèdia_Vasca -10.8322304336
2 NP Villanueva_de_el_Monte -10.4267653255
2 CS si_bé -5.49869203511
2 NP Another_Time -10.8322304336
2 NP Born -10.8322304336
2 VM continuarà -11.1937252053
2 NP Savi -11.5253776142
2 AQ franquistes -8.10334302677
2 NP Fraser -11.5253776142
2 NP Stephens -11.5253776142
2 NP Canònica_de_Santa_Maria_l'_Antiga -11.5253776142
2 VM sap -6.8242773528
2 NP Poder_Judicial -10.8322304336
2 NP Philip_K._Dick -11.5253776142
2 VM proscrit -10.0951129166
2 NP Septimi_Sever -9.73361814493
2 NP O.L._&_Silvano -10.4267653255
2 NP Season -11.5253776142
2 AQ mediana -10.7424003564
2 NC elite -11.9541051469
2 NC malalts -10.1623456777
2 NP Robert_Görl -10.4267653255
2 NC mascotas -10.8554928582
2 VM cuidada -11.1937252053
2 NP CTT_Olesa -11.5253776142
2 NP David_Trueba -11.5253776142
2 NC estrelletes -11.9541051469
2 WW 17_de_març_de_1933 -8.44569718971
2 NC aqua -11.9541051469
2 NC cinematògraf -11.9541051469
2 NC contrarietat -11.9541051469
2 WW 2_de_juliol_de_1976 -8.44569718971
2 NP Your_Blues -10.139083253
2 NP Mont_Rose -11.5253776142
2 NP Operació_Barbarroja -10.139083253
2 ZZ 978-84-606-4251-0 -9.55350445389
2 VM donessin -11.1937252053
2 NP Mont_Rosa -9.5794674651
2 NP Kaye_Hamilton -11.5253776142
2 NP Kien -11.5253776142
2 SP com_a_conseqüència_de -9.69896639801
2 NP Kiel -11.5253776142
2 NP Rantoul -11.5253776142
2 NP Dionís_el_Jove -10.8322304336
2 WW 2_de_juliol_de_1979 -8.44569718971
2 NC cisterna -10.8554928582
2 NP Ginue -11.5253776142
2 VM violada -11.1937252053
2 NP Liquigas -9.12748234136
